datetime,chc,lpz,scz
2024-10-26 16:50,nan,nan,nan
2024-10-26 17:50,nan,nan,nan
2024-10-26 17:50,nan,nan,nan
2024-10-26 18:50,nan,nan,nan
2024-10-26 18:50,nan,nan,nan
2024-10-26 19:50,nan,nan,nan
2024-10-26 19:50,nan,nan,nan
2024-10-26 20:50,nan,nan,nan
2024-10-26 20:50,nan,nan,nan
2024-10-27 10:50,nan,nan,nan
2024-10-27 10:50,nan,nan,nan
2024-10-27 11:50,nan,nan,nan
2024-10-27 12:50,nan,nan,nan
2024-10-27 12:50,nan,nan,nan
2024-10-27 13:50,nan,nan,0.23450552
2024-10-27 13:50,nan,nan,0.23450552
2024-10-27 14:50,nan,nan,nan
2024-10-27 14:50,nan,nan,nan
2024-10-27 15:50,nan,nan,nan
2024-10-27 15:50,nan,nan,nan
2024-10-27 16:50,nan,nan,nan
2024-10-27 16:50,nan,nan,nan
2024-10-27 17:50,nan,nan,nan
2024-10-27 17:50,nan,nan,nan
2024-10-27 18:50,nan,nan,nan
2024-10-27 18:50,nan,nan,nan
2024-10-27 19:50,nan,0.0794608,nan
2024-10-27 19:50,nan,0.0794608,nan
2024-10-27 20:50,0.087320924,nan,nan
2024-10-27 20:50,0.087320924,nan,nan
2024-10-28 10:50,nan,nan,nan
2024-10-28 10:50,nan,nan,nan
2024-10-28 11:50,nan,nan,nan
2024-10-28 12:50,nan,nan,nan
2024-10-28 12:50,nan,nan,nan
2024-10-28 13:50,0.16707803,0.14080057,nan
2024-10-28 13:50,0.16707803,0.14080057,nan
2024-10-28 14:50,0.22456478,-0.05,nan
2024-10-28 14:50,0.22456478,-0.05,nan
2024-10-28 15:50,nan,nan,nan
2024-10-28 15:50,nan,nan,nan
2024-10-28 16:50,nan,nan,nan
2024-10-28 16:50,nan,nan,nan
2024-10-28 17:50,nan,nan,nan
2024-10-28 17:50,nan,nan,nan
2024-10-28 18:50,nan,nan,0.23281021
2024-10-28 18:50,nan,nan,0.23281021
2024-10-28 19:50,nan,nan,0.22579776
2024-10-28 19:50,nan,nan,0.22579776
2024-10-28 20:50,nan,nan,nan
2024-10-28 20:50,nan,nan,nan
2024-10-29 10:50,nan,nan,0.17717288
2024-10-29 10:50,nan,nan,0.17717288
2024-10-29 11:50,nan,nan,nan
2024-10-29 12:50,nan,nan,0.14858362
2024-10-29 12:50,nan,nan,0.14858362
2024-10-29 13:50,nan,nan,0.019739304
2024-10-29 13:50,nan,nan,0.019739304
2024-10-29 14:50,nan,nan,nan
2024-10-29 14:50,nan,nan,nan
2024-10-29 15:50,nan,nan,nan
2024-10-29 15:50,nan,nan,nan
2024-10-29 16:50,nan,nan,nan
2024-10-29 16:50,nan,nan,nan
2024-10-29 17:50,nan,nan,nan
2024-10-29 17:50,nan,nan,nan
2024-10-29 18:50,nan,nan,0.0786902
2024-10-29 18:50,nan,nan,0.0786902
2024-10-29 19:50,nan,nan,0.114985466
2024-10-29 19:50,nan,nan,0.114985466
2024-10-29 20:50,nan,nan,0.12284559
2024-10-29 20:50,nan,nan,0.12284559
2024-10-30 10:50,nan,nan,0.3329882
2024-10-30 10:50,nan,nan,0.3329882
2024-10-30 11:50,nan,nan,0.16276267
2024-10-30 12:50,nan,nan,nan
2024-10-30 12:50,nan,nan,nan
2024-10-30 13:50,nan,nan,nan
2024-10-30 13:50,nan,nan,nan
2024-10-30 14:50,nan,nan,nan
2024-10-30 14:50,nan,nan,nan
2024-10-30 15:50,nan,nan,nan
2024-10-30 15:50,nan,nan,nan
2024-10-30 16:50,nan,nan,nan
2024-10-30 16:50,nan,nan,nan
2024-10-30 17:50,nan,nan,nan
2024-10-30 17:50,nan,nan,nan
2024-10-30 18:50,nan,nan,nan
2024-10-30 18:50,nan,nan,nan
2024-10-30 19:50,nan,nan,nan
2024-10-30 19:50,nan,nan,nan
2024-10-30 20:50,nan,nan,nan
2024-10-30 20:50,nan,nan,nan
2024-10-31 10:50,nan,0.14056939,nan
2024-10-31 10:50,nan,0.14056939,nan
2024-10-31 11:50,nan,0.13109101,0.48795587
2024-10-31 12:50,nan,0.036769558,0.43663388
2024-10-31 12:50,nan,0.036769558,0.43663388
2024-10-31 13:50,nan,0.028601203,0.39378855
2024-10-31 13:50,nan,0.028601203,0.39378855
2024-10-31 14:50,nan,0.01573218,0.38978142
2024-10-31 14:50,nan,0.01573218,0.38978142
2024-10-31 15:50,nan,0.1636874,nan
2024-10-31 15:50,nan,0.1636874,nan
2024-10-31 16:50,nan,nan,0.79195756
2024-10-31 16:50,nan,nan,0.79195756
2024-10-31 17:50,nan,0.20383565,nan
2024-10-31 17:50,nan,0.20383565,nan
2024-10-31 18:50,nan,nan,nan
2024-10-31 18:50,nan,nan,nan
2024-10-31 19:50,nan,nan,0.5154663
2024-10-31 19:50,nan,nan,0.5154663
2024-10-31 20:50,nan,nan,nan
2024-10-31 20:50,nan,nan,nan
2024-11-01 10:50,nan,0.27318963,nan
2024-11-01 10:50,nan,0.27318963,nan
2024-11-01 11:50,nan,0.07422072,nan
2024-11-01 12:50,nan,-0.05,nan
2024-11-01 12:50,nan,-0.05,nan
2024-11-01 13:50,nan,-0.05,nan
2024-11-01 13:50,nan,-0.05,nan
2024-11-01 14:50,nan,-0.05,nan
2024-11-01 14:50,nan,-0.05,nan
2024-11-01 15:50,nan,-0.05,nan
2024-11-01 15:50,nan,-0.05,nan
2024-11-01 16:50,nan,-0.05,nan
2024-11-01 16:50,nan,-0.05,nan
2024-11-01 17:50,nan,-0.05,nan
2024-11-01 17:50,nan,-0.05,nan
2024-11-01 18:50,0.3104096,-0.05,nan
2024-11-01 18:50,0.3104096,-0.05,nan
2024-11-01 19:50,0.20938398,-0.05,nan
2024-11-01 19:50,0.20938398,-0.05,nan
2024-11-01 20:50,0.16754039,-0.0392116,nan
2024-11-01 20:50,0.16754039,-0.0392116,nan
2024-11-02 10:50,nan,nan,nan
2024-11-02 10:50,nan,nan,nan
2024-11-02 11:50,nan,nan,nan
2024-11-02 12:50,nan,nan,nan
2024-11-02 12:50,nan,nan,nan
2024-11-02 13:50,nan,-0.05,nan
2024-11-02 13:50,nan,-0.05,nan
2024-11-02 14:50,0.3002377,-0.05,nan
2024-11-02 14:50,0.3002377,-0.05,nan
2024-11-02 15:50,0.36396632,-0.05,nan
2024-11-02 15:50,0.36396632,-0.05,nan
2024-11-02 16:50,nan,-0.05,nan
2024-11-02 16:50,nan,-0.05,nan
2024-11-02 17:50,nan,-0.05,nan
2024-11-02 17:50,nan,-0.05,nan
2024-11-02 18:50,nan,nan,nan
2024-11-02 18:50,nan,nan,nan
2024-11-02 19:50,nan,0.010800339,nan
2024-11-02 19:50,nan,0.010800339,nan
2024-11-02 20:50,nan,nan,nan
2024-11-02 20:50,nan,nan,nan
2024-11-07 16:50,nan,-0.0029934011,nan
2024-11-07 17:50,nan,-0.04899822,nan
2024-11-07 17:50,nan,-0.04899822,nan
2024-11-07 18:50,nan,nan,nan
2024-11-07 18:50,nan,nan,nan
2024-11-07 19:50,nan,nan,nan
2024-11-07 19:50,nan,nan,nan
2024-11-07 20:50,nan,nan,nan
2024-11-07 20:50,nan,nan,nan
2024-11-08 10:50,nan,nan,nan
2024-11-08 10:50,nan,nan,nan
2024-11-08 11:50,nan,nan,0.17493814
2024-11-08 12:50,nan,nan,0.16237737
2024-11-08 12:50,nan,nan,0.16237737
2024-11-08 13:50,nan,nan,nan
2024-11-08 13:50,nan,nan,nan
2024-11-08 14:50,nan,nan,nan
2024-11-08 14:50,nan,nan,nan
2024-11-08 15:50,nan,-0.05,nan
2024-11-08 15:50,nan,-0.05,nan
2024-11-08 16:50,nan,-0.05,nan
2024-11-08 16:50,nan,-0.05,nan
2024-11-08 17:50,nan,nan,nan
2024-11-08 17:50,nan,nan,nan
2024-11-08 18:50,nan,nan,nan
2024-11-08 18:50,nan,nan,nan
2024-11-08 19:50,nan,nan,0.08624208
2024-11-08 19:50,nan,nan,0.08624208
2024-11-08 20:50,nan,nan,0.07306482
2024-11-08 20:50,nan,nan,0.07306482
2024-11-09 10:50,nan,nan,nan
2024-11-09 10:50,nan,nan,nan
2024-11-09 11:50,nan,nan,0.1368705
2024-11-09 12:50,nan,nan,0.09772402
2024-11-09 12:50,nan,nan,0.09772402
2024-11-09 13:50,nan,nan,nan
2024-11-09 13:50,nan,nan,nan
2024-11-09 14:50,nan,0.030758884,nan
2024-11-09 14:50,nan,0.030758884,nan
2024-11-09 15:50,nan,nan,nan
2024-11-09 15:50,nan,nan,nan
2024-11-09 16:50,nan,nan,nan
2024-11-09 16:50,nan,nan,nan
2024-11-09 17:50,nan,nan,nan
2024-11-09 17:50,nan,nan,nan
2024-11-09 18:50,nan,nan,nan
2024-11-12 11:50,nan,nan,nan
2024-11-12 12:50,nan,nan,nan
2024-11-12 12:50,nan,nan,nan
2024-11-12 13:50,nan,nan,nan
2024-11-12 13:50,nan,nan,nan
2024-11-12 14:50,nan,nan,nan
2024-11-12 14:50,nan,nan,nan
2024-11-12 15:40,nan,nan,nan
2024-11-12 15:40,nan,nan,nan
2024-11-12 16:50,nan,nan,nan
2024-11-12 16:50,nan,nan,nan
2024-11-12 17:50,nan,nan,nan
2024-11-12 17:50,nan,nan,nan
2024-11-12 18:50,nan,nan,nan
2024-11-12 18:50,nan,nan,nan
2024-11-12 19:50,nan,nan,nan
2024-11-12 19:50,nan,nan,nan
2024-11-12 20:50,nan,nan,nan
2024-11-12 20:50,nan,nan,nan
2024-11-13 10:50,nan,nan,nan
2024-11-13 10:50,nan,nan,nan
2024-11-13 11:50,nan,nan,0.15575022
2024-11-13 12:50,nan,nan,0.07699488
2024-11-13 12:50,nan,nan,0.07699488
2024-11-13 13:50,nan,nan,nan
2024-11-13 13:50,nan,nan,nan
2024-11-13 14:50,nan,nan,nan
2024-11-13 14:50,nan,nan,nan
2024-11-13 15:50,nan,nan,nan
2024-11-13 15:50,nan,nan,nan
2024-11-13 16:50,nan,nan,nan
2024-11-13 16:50,nan,nan,nan
2024-11-13 17:50,nan,nan,nan
2024-11-13 17:50,nan,nan,nan
2024-11-13 18:50,nan,nan,0.026520584
2024-11-13 18:50,nan,nan,0.026520584
2024-11-13 19:50,nan,nan,0.03807958
2024-11-13 19:50,nan,nan,0.03807958
2024-11-13 20:50,nan,nan,0.06844123
2024-11-13 20:50,nan,nan,0.06844123
2024-11-14 10:50,nan,nan,0.14711949
2024-11-14 10:50,nan,nan,0.14711949
2024-11-14 11:50,nan,nan,0.10643181
2024-11-14 12:50,nan,0.030065339,0.068287104
2024-11-14 12:50,nan,0.030065339,0.068287104
2024-11-14 13:50,nan,-0.05,nan
2024-11-14 13:50,nan,-0.05,nan
2024-11-14 14:50,nan,nan,nan
2024-11-14 14:50,nan,nan,nan
2024-11-14 15:50,0.25978118,nan,nan
2024-11-14 15:50,0.25978118,nan,nan
2024-11-14 16:50,0.22988193,nan,nan
2024-11-14 16:50,0.22988193,nan,nan
2024-11-14 17:50,nan,nan,nan
2024-11-14 17:50,nan,nan,nan
2024-11-14 18:50,nan,nan,0.06936595
2024-11-14 18:50,nan,nan,0.06936595
2024-11-14 19:50,nan,nan,0.08500913
2024-11-14 19:50,nan,nan,0.08500913
2024-11-14 20:50,nan,nan,0.10003583
2024-11-14 20:50,nan,nan,0.10003583
2024-11-15 10:50,nan,nan,nan
2024-11-15 10:50,nan,nan,nan
2024-11-15 11:50,nan,nan,nan
2024-11-15 12:50,nan,nan,nan
2024-11-15 12:50,nan,nan,nan
2024-11-15 13:50,nan,nan,nan
2024-11-15 13:50,nan,nan,nan
2024-11-15 14:50,nan,nan,nan
2024-11-15 14:50,nan,nan,nan
2024-11-15 15:50,nan,nan,nan
2024-11-15 15:50,nan,nan,nan
2024-11-15 16:50,nan,nan,nan
2024-11-15 16:50,nan,nan,nan
2024-11-15 17:10,nan,nan,nan
2024-11-15 17:10,nan,nan,nan
2024-11-15 20:50,nan,nan,0.1549796
2024-11-15 20:50,nan,nan,0.1549796
2024-11-16 10:50,nan,nan,nan
2024-11-16 10:50,nan,nan,nan
2024-11-16 11:50,nan,nan,nan
2024-11-16 12:50,nan,0.10774183,0.4096629
2024-11-16 12:50,nan,0.10774183,0.4096629
2024-11-16 13:50,nan,0.0060996823,0.18765305
2024-11-16 13:50,nan,0.0060996823,0.18765305
2024-11-16 14:50,nan,nan,nan
2024-11-16 14:50,nan,nan,nan
2024-11-16 15:50,nan,nan,nan
2024-11-16 15:50,nan,nan,nan
2024-11-16 16:50,nan,nan,nan
2024-11-16 16:50,nan,nan,nan
2024-11-16 17:50,nan,nan,nan
2024-11-16 17:50,nan,nan,nan
2024-11-16 18:50,nan,nan,nan
2024-11-16 18:50,nan,nan,nan
2024-11-16 19:50,nan,nan,nan
2024-11-16 19:50,nan,nan,nan
2024-11-16 20:50,nan,nan,nan
2024-11-16 20:50,nan,nan,nan
2024-11-17 10:50,nan,nan,nan
2024-11-17 10:50,nan,nan,nan
2024-11-17 11:00,nan,nan,0.3485543
2024-11-17 15:50,nan,nan,nan
2024-11-17 15:50,nan,nan,nan
2024-11-17 16:50,nan,nan,nan
2024-11-17 16:50,nan,nan,nan
2024-11-17 17:50,nan,nan,nan
2024-11-17 17:50,nan,nan,nan
2024-11-17 18:50,nan,nan,nan
2024-11-17 18:50,nan,nan,nan
2024-11-17 19:50,nan,nan,nan
2024-11-17 19:50,nan,nan,nan
2024-11-17 20:50,nan,nan,0.32636103
2024-11-17 20:50,nan,nan,0.32636103
2024-11-18 10:50,nan,nan,nan
2024-11-18 10:50,nan,nan,nan
2024-11-18 11:50,nan,0.18287534,nan
2024-11-18 12:50,nan,nan,nan
2024-11-18 12:50,nan,nan,nan
2024-11-18 13:50,nan,nan,nan
2024-11-18 13:50,nan,nan,nan
2024-11-18 14:50,nan,nan,nan
2024-11-18 14:50,nan,nan,nan
2024-11-18 15:50,nan,nan,nan
2024-11-18 15:50,nan,nan,nan
2024-11-18 16:50,nan,nan,nan
2024-11-18 16:50,nan,nan,nan
2024-11-18 17:50,nan,nan,nan
2024-11-18 18:50,nan,nan,nan
2024-11-18 18:50,nan,nan,nan
2024-11-18 19:50,nan,nan,nan
2024-11-18 19:50,nan,nan,nan
2024-11-18 20:50,nan,nan,nan
2024-11-18 20:50,nan,nan,nan
2024-11-19 10:50,nan,nan,nan
2024-11-19 10:50,nan,nan,nan
2024-11-19 11:50,nan,nan,nan
2024-11-19 12:50,nan,0.20861338,nan
2024-11-19 12:50,nan,0.20861338,nan
2024-11-19 13:50,nan,nan,nan
2024-11-19 13:50,nan,nan,nan
2024-11-19 14:50,nan,nan,nan
2024-11-19 14:50,nan,nan,nan
2024-11-19 15:50,nan,nan,nan
2024-11-19 15:50,nan,nan,nan
2024-11-19 16:50,nan,nan,nan
2024-11-19 16:50,nan,nan,nan
2024-11-19 17:50,nan,nan,nan
2024-11-19 17:50,nan,nan,nan
2024-11-19 18:50,nan,nan,nan
2024-11-19 18:50,nan,nan,nan
2024-11-19 19:50,nan,nan,nan
2024-11-19 19:50,nan,nan,nan
2024-11-19 20:50,nan,nan,nan
2024-11-19 20:50,nan,nan,nan
2024-11-20 10:50,nan,nan,nan
2024-11-20 10:50,nan,nan,nan
2024-11-20 11:50,nan,nan,nan
2024-11-20 12:50,nan,nan,nan
2024-11-20 12:50,nan,nan,nan
2024-11-20 13:50,nan,nan,nan
2024-11-20 13:50,nan,nan,nan
2024-11-20 14:50,nan,nan,nan
2024-11-20 14:50,nan,nan,nan
2024-11-20 15:50,nan,nan,nan
2024-11-20 15:50,nan,nan,nan
2024-11-20 16:50,nan,nan,nan
2024-11-20 16:50,nan,nan,nan
2024-11-20 17:50,nan,nan,nan
2024-11-20 17:50,nan,nan,nan
2024-11-20 18:50,nan,nan,nan
2024-11-20 18:50,nan,nan,nan
2024-11-20 19:50,nan,nan,nan
2024-11-20 19:50,nan,nan,nan
2024-11-20 20:50,nan,nan,nan
2024-11-20 20:50,nan,nan,nan
2024-11-21 10:50,nan,nan,nan
2024-11-21 10:50,nan,nan,nan
2024-11-21 11:50,nan,nan,nan
2024-11-21 12:50,nan,nan,nan
2024-11-21 12:50,nan,nan,nan
2024-11-21 13:50,nan,nan,nan
2024-11-21 13:50,nan,nan,nan
2024-11-21 14:50,nan,nan,nan
2024-11-21 14:50,nan,nan,nan
2024-11-21 15:50,nan,nan,nan
2024-11-21 15:50,nan,nan,nan
2024-11-21 16:50,nan,nan,nan
2024-11-21 16:50,nan,nan,nan
2024-11-21 17:50,nan,nan,nan
2024-11-21 17:50,nan,nan,nan
2024-11-21 18:50,nan,nan,nan
2024-11-21 18:50,nan,nan,nan
2024-11-21 19:50,nan,nan,nan
2024-11-21 19:50,nan,nan,nan
2024-11-21 20:50,nan,nan,nan
2024-11-21 20:50,nan,nan,nan
2024-11-22 10:50,nan,nan,nan
2024-11-22 10:50,nan,nan,nan
2024-11-22 11:50,nan,nan,nan
2024-11-22 12:50,nan,nan,nan
2024-11-22 12:50,nan,nan,nan
2024-11-22 13:50,nan,nan,nan
2024-11-22 13:50,nan,nan,nan
2024-11-22 14:50,nan,nan,nan
2024-11-22 14:50,nan,nan,nan
2024-11-22 15:50,nan,nan,nan
2024-11-22 15:50,nan,nan,nan
2024-11-22 16:50,nan,nan,nan
2024-11-22 16:50,nan,nan,nan
2024-11-22 17:50,nan,nan,nan
2024-11-22 17:50,nan,nan,nan
2024-11-22 18:50,nan,nan,nan
2024-11-22 18:50,nan,nan,nan
2024-11-22 19:50,nan,nan,nan
2024-11-22 19:50,nan,nan,nan
2024-11-22 20:50,nan,nan,nan
2024-11-22 20:50,nan,nan,nan
2024-11-23 10:50,nan,nan,nan
2024-11-23 10:50,nan,nan,nan
2024-11-23 11:50,nan,nan,0.1630709
2024-11-23 12:50,nan,nan,nan
2024-11-23 12:50,nan,nan,nan
2024-11-23 13:50,nan,nan,nan
2024-11-23 13:50,nan,nan,nan
2024-11-23 14:50,nan,nan,nan
2024-11-23 14:50,nan,nan,nan
2024-11-23 15:50,nan,nan,nan
2024-11-23 15:50,nan,nan,nan
2024-11-23 16:50,nan,nan,nan
2024-11-23 16:50,nan,nan,nan
2024-11-23 17:50,nan,nan,nan
2024-11-23 17:50,nan,nan,nan
2024-11-23 18:50,nan,nan,nan
2024-11-23 18:50,nan,nan,nan
2024-11-23 19:50,nan,nan,nan
2024-11-23 19:50,nan,nan,nan
2024-11-23 20:50,nan,nan,nan
2024-11-23 20:50,nan,nan,nan
2024-11-24 10:50,nan,nan,nan
2024-11-24 10:50,nan,nan,nan
2024-11-24 11:50,nan,nan,0.11460017
2024-11-24 12:50,nan,nan,0.041701403
2024-11-24 12:50,nan,nan,0.041701403
2024-11-24 13:50,nan,nan,0.058731664
2024-11-24 13:50,nan,nan,0.058731664
2024-11-24 14:50,nan,nan,nan
2024-11-24 14:50,nan,nan,nan
2024-11-24 15:50,nan,nan,nan
2024-11-24 15:50,nan,nan,nan
2024-11-24 16:50,nan,nan,nan
2024-11-24 16:50,nan,nan,nan
2024-11-24 17:50,nan,nan,nan
2024-11-24 17:50,nan,nan,nan
2024-11-24 18:50,nan,nan,nan
2024-11-24 18:50,nan,nan,nan
2024-11-24 19:50,nan,nan,nan
2024-11-24 19:50,nan,nan,nan
2024-11-24 20:50,nan,nan,nan
2024-11-24 20:50,nan,nan,nan
2024-11-25 16:50,nan,nan,nan
2024-11-25 17:50,nan,nan,nan
2024-11-25 17:50,nan,nan,nan
2024-11-25 18:50,nan,nan,nan
2024-11-25 18:50,nan,nan,nan
2024-11-25 19:50,nan,nan,nan
2024-11-25 19:50,nan,nan,nan
2024-11-25 20:50,nan,nan,nan
2024-11-25 20:50,nan,nan,nan
2024-11-26 10:50,nan,nan,nan
2024-11-26 10:50,nan,nan,nan
2024-11-26 11:50,nan,nan,nan
2024-11-26 12:50,nan,nan,nan
2024-11-26 12:50,nan,nan,nan
2024-11-26 13:50,nan,nan,nan
2024-11-26 13:50,nan,nan,nan
2024-11-26 14:50,nan,nan,nan
2024-11-26 14:50,nan,nan,nan
2024-11-26 15:50,nan,nan,nan
2024-11-26 15:50,nan,nan,nan
2024-11-26 16:50,nan,nan,nan
2024-11-26 16:50,nan,nan,nan
2024-11-26 17:50,nan,nan,nan
2024-11-26 17:50,nan,nan,nan
2024-11-26 18:50,nan,nan,nan
2024-11-26 18:50,nan,nan,nan
2024-11-26 19:50,nan,nan,nan
2024-11-26 19:50,nan,nan,nan
2024-11-26 20:50,nan,nan,nan
2024-11-26 20:50,nan,nan,nan
2024-11-27 10:50,nan,nan,nan
2024-11-27 10:50,nan,nan,nan
2024-11-27 11:50,nan,nan,nan
2024-11-27 12:50,nan,nan,nan
2024-11-27 12:50,nan,nan,nan
2024-11-27 13:50,nan,nan,nan
2024-11-27 13:50,nan,nan,nan
2024-11-27 14:50,nan,nan,nan
2024-11-27 14:50,nan,nan,nan
2024-11-27 15:50,nan,nan,nan
2024-11-27 15:50,nan,nan,nan
2024-11-27 16:50,nan,nan,nan
2024-11-27 16:50,nan,nan,nan
2024-11-27 17:50,nan,nan,nan
2024-11-27 17:50,nan,nan,nan
2024-11-27 18:50,nan,nan,nan
2024-11-27 18:50,nan,nan,nan
2024-11-27 19:50,nan,nan,nan
2024-11-27 19:50,nan,nan,nan
2024-11-27 20:50,nan,nan,nan
2024-11-27 20:50,nan,nan,nan
2024-11-28 10:50,nan,0.10404295,nan
2024-11-28 10:50,nan,0.10404295,nan
2024-11-28 11:50,nan,0.15020189,nan
2024-11-28 12:50,nan,0.13425046,nan
2024-11-28 12:50,nan,0.13425046,nan
2024-11-28 13:50,nan,nan,nan
2024-11-28 13:50,nan,nan,nan
2024-11-28 14:50,nan,nan,nan
2024-11-28 14:50,nan,nan,nan
2024-11-28 15:50,nan,nan,nan
2024-11-28 15:50,nan,nan,nan
2024-11-28 16:50,nan,nan,nan
2024-11-28 16:50,nan,nan,nan
2024-11-28 17:50,nan,nan,nan
2024-11-28 17:50,nan,nan,nan
2024-11-28 18:50,nan,nan,nan
2024-11-28 18:50,nan,nan,nan
2024-11-28 19:50,nan,nan,nan
2024-11-28 19:50,nan,nan,nan
2024-11-28 20:50,nan,nan,nan
2024-11-28 20:50,nan,nan,nan
2024-11-29 10:50,nan,nan,nan
2024-11-29 10:50,nan,nan,nan
2024-11-29 11:50,nan,nan,nan
2024-11-29 12:50,nan,nan,nan
2024-11-29 12:50,nan,nan,nan
2024-11-29 13:50,nan,nan,nan
2024-11-29 13:50,nan,nan,nan
2024-11-29 14:50,nan,nan,nan
2024-11-29 14:50,nan,nan,nan
2024-11-29 15:50,nan,nan,nan
2024-11-29 15:50,nan,nan,nan
2024-11-29 16:50,nan,nan,nan
2024-11-29 16:50,nan,nan,nan
2024-11-29 17:50,nan,nan,nan
2024-11-29 17:50,nan,nan,nan
2024-11-29 18:50,nan,nan,nan
2024-11-29 18:50,nan,nan,nan
2024-11-29 19:50,0.18842365,-0.05,nan
2024-11-29 19:50,0.18842365,-0.05,nan
2024-11-29 20:50,0.11074717,-0.014475338,nan
2024-11-29 20:50,0.11074717,-0.014475338,nan
2024-11-30 10:50,nan,nan,nan
2024-11-30 10:50,nan,nan,nan
2024-11-30 11:50,nan,nan,nan
2024-11-30 12:50,nan,nan,nan
2024-11-30 12:50,nan,nan,nan
2024-11-30 13:50,nan,0.053645704,nan
2024-11-30 13:50,nan,0.053645704,nan
2024-11-30 14:50,nan,nan,nan
2024-11-30 14:50,nan,nan,nan
2024-11-30 15:50,nan,nan,nan
2024-11-30 15:50,nan,nan,nan
2024-11-30 16:50,nan,nan,nan
2024-11-30 16:50,nan,nan,nan
2024-11-30 17:50,nan,nan,nan
2024-11-30 17:50,nan,nan,nan
2024-11-30 18:50,nan,nan,nan
2024-11-30 18:50,nan,nan,nan
2024-11-30 19:50,nan,nan,nan
2024-11-30 19:50,nan,nan,nan
2024-11-30 20:50,nan,nan,nan
2024-11-30 20:50,nan,nan,nan
2024-12-01 10:50,nan,nan,nan
2024-12-01 10:50,nan,nan,nan
2024-12-01 11:50,nan,nan,nan
2024-12-01 12:50,nan,nan,nan
2024-12-01 12:50,nan,nan,nan
2024-12-01 13:50,nan,nan,nan
2024-12-01 13:50,nan,nan,nan
2024-12-01 14:50,nan,nan,nan
2024-12-01 14:50,nan,nan,nan
2024-12-01 15:50,nan,nan,nan
2024-12-01 15:50,nan,nan,nan
2024-12-01 16:50,nan,nan,nan
2024-12-01 16:50,nan,nan,nan
2024-12-01 17:50,nan,nan,nan
2024-12-01 17:50,nan,nan,nan
2024-12-01 18:50,nan,nan,nan
2024-12-01 18:50,nan,nan,nan
2024-12-01 19:50,nan,nan,nan
2024-12-01 19:50,nan,nan,nan
2024-12-01 20:50,nan,nan,nan
2024-12-01 20:50,nan,nan,nan
2024-12-02 10:50,nan,nan,nan
2024-12-02 10:50,nan,nan,nan
2024-12-02 11:50,nan,nan,nan
2024-12-02 12:50,nan,nan,nan
2024-12-02 12:50,nan,nan,nan
2024-12-02 13:50,nan,0.09718461,nan
2024-12-02 13:50,nan,0.09718461,nan
2024-12-02 14:50,nan,nan,nan
2024-12-02 14:50,nan,nan,nan
2024-12-02 15:50,nan,nan,nan
2024-12-02 15:50,nan,nan,nan
2024-12-02 16:50,nan,nan,nan
2024-12-02 16:50,nan,nan,nan
2024-12-02 17:50,nan,nan,nan
2024-12-02 17:50,nan,nan,nan
2024-12-02 18:50,nan,nan,nan
2024-12-02 18:50,nan,nan,nan
2024-12-02 19:50,nan,nan,nan
2024-12-02 19:50,nan,nan,nan
2024-12-02 20:50,nan,nan,nan
2024-12-02 20:50,nan,nan,nan
2024-12-03 10:50,nan,nan,nan
2024-12-03 10:50,nan,nan,nan
2024-12-03 11:50,nan,nan,nan
2024-12-03 12:50,nan,nan,nan
2024-12-03 12:50,nan,nan,nan
2024-12-03 13:50,nan,nan,nan
2024-12-03 13:50,nan,nan,nan
2024-12-03 14:50,nan,nan,nan
2024-12-03 14:50,nan,nan,nan
2024-12-03 15:50,nan,nan,nan
2024-12-03 15:50,nan,nan,nan
2024-12-03 16:50,nan,nan,nan
2024-12-03 16:50,nan,nan,nan
2024-12-03 17:50,nan,nan,nan
2024-12-03 17:50,nan,nan,nan
2024-12-03 18:50,nan,0.32605278,nan
2024-12-03 18:50,nan,0.32605278,nan
2024-12-03 19:50,nan,nan,nan
2024-12-03 19:50,nan,nan,nan
2024-12-03 20:50,nan,nan,nan
2024-12-03 20:50,nan,nan,nan
2024-12-04 15:50,nan,nan,nan
2024-12-04 16:50,nan,nan,nan
2024-12-04 16:50,nan,nan,nan
2024-12-04 17:50,nan,nan,nan
2024-12-04 17:50,nan,nan,nan
2024-12-04 18:50,nan,nan,nan
2024-12-04 18:50,nan,nan,nan
2024-12-04 19:50,nan,nan,nan
2024-12-04 19:50,nan,nan,nan
2024-12-04 20:50,nan,nan,nan
2024-12-04 20:50,nan,nan,nan
2024-12-05 10:50,nan,nan,nan
2024-12-05 10:50,nan,nan,nan
2024-12-05 11:50,nan,nan,nan
2024-12-05 12:50,nan,nan,nan
2024-12-05 12:50,nan,nan,nan
2024-12-05 13:50,nan,nan,nan
2024-12-05 13:50,nan,nan,nan
2024-12-05 14:50,nan,nan,nan
2024-12-05 14:50,nan,nan,nan
2024-12-05 15:50,nan,nan,nan
2024-12-05 15:50,nan,nan,nan
2024-12-05 16:50,nan,nan,nan
2024-12-05 16:50,nan,nan,nan
2024-12-05 17:50,nan,nan,nan
2024-12-05 17:50,nan,nan,nan
2024-12-05 18:50,nan,nan,nan
2024-12-05 18:50,nan,nan,nan
2024-12-05 19:50,nan,nan,nan
2024-12-05 19:50,nan,nan,nan
2024-12-05 20:50,nan,nan,nan
2024-12-05 20:50,nan,nan,nan
2024-12-06 11:50,nan,0.2010615,nan
